Timestamp,Op-Count,,,,Byte-Count,,,,Avg-ResTime,,,,Avg-ProcTime,,,,Throughput,,,,Bandwidth,,,,Succ-Ratio,,,,Version-Info,,
,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,Min-Version,Version,Max-Version
00:48:16,1484,243,490,256,30116324000,0,9710596000,0,581.08,79.68,577.85,76.25,130.01,79.68,383.28,76.25,299.99,49.57,99.24,51.68,6084607359.24,0,1978238640.99,0,100%,100%,100%,100%,71,71,71
00:48:21,1349,255,456,243,28341680000,0,8988888000,0,605.66,101.65,681.83,56.1,119.66,101.65,460.89,56.1,273.53,52.34,94.58,49.71,5684022409.55,0,1871573343.28,0,100%,100%,100%,100%,72,72,72
00:48:26,1481,242,483,254,29328608000,0,9318156000,0,601.35,96.99,711.37,81.64,157.35,96.99,532.23,81.64,288.41,46.89,94.6,50.09,5672582102.02,0,1807634563.03,0,100%,100%,100%,100%,73,73,73
00:48:31,1487,255,433,232,31424276000,0,9315856000,0,686.88,121.98,938.33,112.37,184.5,121.98,657.75,112.37,285.87,48.88,82.55,44.59,6081898027.45,0,1834141773.43,0,100%,100%,100%,100%,74,74,74
00:48:36,1484,226,524,241,31947860000,0,11087504000,0,516.87,102.82,872.4,72.2,154.84,102.82,601.98,72.2,302.92,45.59,106.61,48.5,6563648208.32,0,2256212992.54,0,100%,100%,100%,100%,75,75,75
00:48:41,1523,252,480,262,31426760000,0,11216652000,0,518.57,102.12,872.26,74.76,132.29,102.12,573.45,74.76,304.09,50.63,95.46,51.79,6308090945.54,0,2278244254.01,0,100%,100%,100%,100%,76,76,76
00:48:46,1543,237,529,270,29986096000,0,11152936000,0,494.2,84.74,844.17,64.89,133.89,84.74,543.89,64.89,314.36,48.59,103.55,56.11,6093672628.36,0,2182953979.03,0,100%,100%,100%,100%,77,77,77
00:48:51,1440,240,487,219,30703236000,0,10168948000,0,513.27,96.67,759.06,88.55,132.96,96.67,524.21,88.55,284.78,46.49,95.56,43.2,6100341692.59,0,1982639701.94,0,100%,100%,100%,100%,78,78,78
00:48:56,1465,239,507,229,31948924000,0,10105116000,0,513.99,110.06,753.42,67.74,135.78,110.06,529.07,67.74,294.24,47.25,101.38,46.3,6436758081.78,0,2060229578.78,0,100%,100%,100%,100%,79,79,79
00:49:01,1577,280,546,268,32607392000,0,11415612000,0,496.15,83.92,757.17,78.18,140.47,83.92,510.47,78.18,316.64,57.24,109.84,53.57,6530267135.78,0,2297542799.39,0,100%,100%,100%,100%,80,80,80
00:49:06,1337,211,464,235,26966300000,0,9776204000,0,504.06,105.06,890.47,94.92,139.22,105.06,657.99,94.92,260.66,41.98,90.24,47.32,5261334520.85,0,1909517555.87,0,100%,100%,100%,100%,81,81,81
00:49:11,1337,231,418,185,28079144000,0,10494532000,0,489.76,118.06,1074.09,72.35,123.75,118.06,813.39,72.35,280.65,48.77,88.2,39.79,5845768046.55,0,2159386062.97,0,100%,100%,100%,100%,82,82,82
00:49:16,1504,219,480,262,31489876000,0,10168980000,0,531.85,119.02,890.91,133.05,135.12,119.02,658.5,133.05,300.2,43.45,92.85,52.55,6254245385.02,0,1950249716.34,0,100%,100%,100%,100%,83,83,83
00:49:21,1488,251,521,275,33782352000,0,10038740000,0,540.51,101.98,704.66,70.26,144.32,101.98,470.73,70.26,298.99,50.95,103.22,55.38,6850589297.89,0,1953129516.37,0,100%,100%,100%,100%,84,84,84
00:49:26,1567,295,480,275,31033504000,0,9644424000,0,492.99,107.87,793.43,67.67,136.96,107.87,556.99,67.67,303.73,57.53,92.15,52.59,6035139681.39,0,1851263218.29,0,100%,100%,100%,100%,85,85,85
00:49:31,1279,228,462,213,27356320000,0,9775296000,0,441,82.39,1579.87,113.07,126.36,82.39,1361.14,113.07,247.46,44.74,90.95,41.15,5243859869.6,0,1916235596.18,0,100%,100%,100%,100%,86,86,86
00:49:36,1460,214,492,237,31620104000,0,10627692000,0,467.86,83.12,882.59,65.8,123.24,83.11,683.42,65.8,281.21,40.84,92.08,43.41,6132526052.59,0,1980249554.51,0,100%,100%,100%,100%,87,87,87
00:49:41,1059,166,320,136,22829592000,0,6495728000,0,570.51,99.23,916.55,49.31,137.75,99.23,652.1,49.31,216.46,33.15,66.28,27.56,4660712628.4,0,1343814535.51,0,100%,100%,100%,100%,88,88,88
00:49:46,1282,205,420,199,27618160000,0,10166820000,0,426.12,61.58,1891.85,71.54,125.71,61.58,1632.73,71.54,275.18,44.7,92.55,41.88,5836963743.59,0,2230004833.39,0,100%,100%,100%,100%,89,89,89
00:49:51,1544,277,529,267,32147456000,0,11021632000,0,482.62,109.18,960.49,50.96,118.94,109.18,725.92,50.96,286.05,52.41,95.46,50,5944313061.03,0,2051025089.5,0,100%,100%,100%,100%,90,90,90
00:49:56,1590,261,513,246,31557972000,0,11020668000,0,429.03,110.55,883.94,54.18,116.17,110.55,643.72,54.18,308.62,50.47,100.16,48.75,6140417071.32,0,2191564822.26,0,100%,100%,100%,100%,91,91,91
00:50:01,1619,268,536,241,35226800000,0,10890656000,0,481.17,90.07,782.21,150.02,141.27,90.07,595.64,150.02,332.27,54.71,109.11,48.89,7094024659.68,0,2277995284.86,0,100%,100%,100%,100%,92,92,92
00:50:06,1494,264,472,207,30507276000,0,10167868000,0,499.24,92.78,727.99,84.95,138.6,92.78,461.1,84.95,295.6,51.95,91.52,40.99,6053465765.75,0,1936145181.69,0,100%,100%,100%,100%,93,93,93
00:50:11,1416,213,445,249,29916696000,0,9643684000,0,544.82,133.14,758.83,114.83,146.99,133.14,499.58,114.83,285.01,42.24,89.55,50.34,5961707100.34,0,1912262424,0,100%,100%,100%,100%,94,94,94
00:50:16,1429,240,467,235,30965140000,0,10299812000,0,523.47,72.8,841.78,85.96,144.99,72.8,580.43,85.96,298.7,51.44,97.83,49.67,6431968577.32,0,2189314492.68,0,100%,100%,100%,100%,95,95,95
00:50:21,1298,197,431,215,27948584000,0,9642008000,0,431.66,112.39,1462.49,104.39,123.53,112.39,1254.6,104.39,262.11,39.8,89.07,42.43,5548776420.29,0,1982027847.89,0,100%,100%,100%,100%,96,96,96
00:50:26,1139,205,329,201,22046228000,0,7150484000,0,341.48,66.51,1719.15,86.98,102.97,66.51,1554.82,86.98,240.92,44.55,70.95,42.84,4641376100.15,0,1549558304.92,0,100%,100%,100%,100%,97,97,97
00:50:31,1555,237,491,258,35489452000,0,11545196000,0,488.75,111.3,906.43,144.5,133.7,111.3,634.31,144.5,346.51,51.27,110.49,58.09,8079355538.08,0,2597503509.67,0,100%,100%,100%,100%,98,98,98
00:50:36,1462,223,475,240,32930572000,0,9710056000,0,518.69,109.98,896.82,97.38,131.94,109.98,649.69,97.38,278.59,42.21,91.66,46.27,6178706341.58,0,1868869783.85,0,100%,100%,100%,100%,99,99,99
00:50:41,1284,219,450,223,27485904000,0,7744356000,0,545.65,102.21,834.04,54.95,131.84,102.21,614.45,54.95,238.48,40.57,83.27,41.18,5142906709.32,0,1426850619.08,0,100%,100%,100%,100%,100,100,100
00:50:46,1463,251,475,259,32996048000,0,9382576000,0,560.36,77.86,821.66,51.42,138.65,77.85,527.3,51.42,276.69,47.47,91.07,49.25,6254478449.75,0,1815182422.53,0,100%,100%,100%,100%,101,101,101
00:50:51,1447,243,459,240,30506788000,0,8792004000,0,555.29,189.71,717.37,46.7,165.36,189.71,456.66,46.7,292.81,49.04,93.67,49.26,6154416087.61,0,1763826190.73,0,100%,100%,100%,100%,102,102,102
00:50:56,1317,259,466,229,26834256000,0,11085292000,0,483.39,88.95,1520.79,87.15,141.1,88.95,1307.62,87.15,257.3,50.73,91.04,45.52,5271128744.59,0,2150640968.38,0,100%,100%,100%,100%,103,103,103
00:51:01,1603,276,550,236,32738140000,0,10760068000,0,401.05,83.69,813.18,75.28,110.37,83.69,649.65,75.28,306.3,51.15,105.82,45.38,6207309417.95,0,2055535787.7,0,100%,100%,100%,100%,104,104,104
00:51:06,1285,208,464,232,24801076000,0,10299500000,0,454.01,71.56,954.2,51.16,132.99,71.56,683.49,51.16,245.23,38.7,88.93,43.88,4766676936.15,0,2014684283.66,0,100%,100%,100%,100%,105,105,105
00:51:11,1000,170,307,166,20928508000,0,6625540000,0,595.01,74.19,877.34,39.8,132.22,74.19,637.8,39.8,208.2,35.24,63.7,32.77,4317204069.23,0,1392863552.29,0,100%,100%,100%,100%,106,106,106
00:51:16,1406,256,473,226,29589716000,0,9710468000,0,498.1,145.79,1367.18,48.55,125.48,145.79,1153.02,48.55,331.62,62.55,110.7,56.1,6927977775.23,0,2242019877.52,0,100%,100%,100%,100%,107,107,107
00:51:21,1479,243,495,207,32014512000,0,10299924000,0,542.23,110.37,782.45,51.28,155.82,110.37,538.04,51.28,281.53,46.57,94.22,39.72,5968171196.8,0,1957229409.83,0,100%,100%,100%,100%,108,108,108
00:51:26,1330,217,431,231,28864540000,0,9904856000,0,537.23,85.57,803.68,52.35,134.84,85.57,484.38,52.35,259.21,42.36,84.46,45.94,5694749027.58,0,1946728127.5,0,100%,100%,100%,100%,109,109,109
00:51:31,1363,252,426,241,30831052000,0,8726520000,0,589.4,104.7,973.4,50.63,121.37,104.7,759.44,50.63,273.94,50.48,85.87,48.9,6045397147.92,0,1790671705.87,0,100%,100%,100%,100%,110,110,110
00:51:36,1446,240,494,228,30770052000,0,8204636000,0,577.02,82.79,665.08,57.1,134.05,82.79,456.08,57.1,286.6,47.26,98.81,44.53,6138997124.74,0,1668666573.39,0,100%,100%,100%,100%,111,111,111
00:51:41,1673,274,571,287,34051160000,0,11481604000,0,513.79,173.08,748.47,78.78,127.91,173.08,472.95,78.78,331.56,54.31,111.84,57.68,6815597221.45,0,2265019750.68,0,100%,100%,100%,100%,112,112,112
00:51:46,1502,265,491,265,31096016000,0,9514604000,0,509.92,81.97,844.92,49.23,123.23,81.97,662.98,49.23,295.26,50.99,96.94,52.86,6073314477.45,0,1908209384.69,0,100%,100%,100%,100%,113,113,113
00:51:51,1474,260,496,263,32736244000,0,9449032000,0,514.44,73.75,859.01,64.23,111.61,73.75,678.57,64.23,281.43,50.74,94.77,50.7,6244707083.92,0,1785326029.4,0,100%,100%,100%,100%,114,114,114
00:51:56,1493,267,483,264,28280744000,0,9578964000,0,518.84,94.78,760.1,63.19,169.2,94.77,508.67,63.19,305.24,54.4,100.09,54.2,5716049620.23,0,1945239097.65,0,100%,100%,100%,100%,115,115,115
